"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030336","negative regulation of cell migration","28/674","219/12380",0.127853881278539,2.34841402111025,4.83091218190049,2.19451829603909e-05,0.00257524170274726,0.00257524170274726,"DUSP1/APOD/TNFAIP6/ADARB1/HMOX1/RHOB/NEDD9/NAV3/STC1/CCN3/EPHA4/KANK1/ALOX15B/GDF15/THBS1/RAP2B/CXCL12/DUSP10/SFRP2/SAP30/FOXO3/ING2/MCTP1/ROBO1/RGCC/ACVR1C/DNAI3/CITED2",28
"GO:0050680","negative regulation of epithelial cell proliferation","14/674","71/12380",0.197183098591549,3.62184979312074,5.31611130742559,2.34817749078396e-05,0.00269293264056724,0.00269293264056724,"SOX9/COL4A3/FGFR2/KLF9/TGFB2/GDF5/THBS1/CDKN2B/DUSP10/SFRP2/ROBO1/MTSS1/RGCC/IL12A",14
"GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway","32/674","269/12380",0.118959107806691,2.18503524428315,4.71504535572381,2.55581005587743e-05,0.00286591500932389,0.00286591500932389,"JUN/TNFAIP6/TGFBR2/CILP/INHBE/PMEPA1/CHRDL2/TGFB2/GDF5/CCN1/MSTN/FSTL5/CCN3/CRIM1/TMEM119/GDF15/THBS1/BMPER/INHBB/FBN2/CDKN2B/FSTL3/SFRP4/GDF7/SAP30/TMEM100/ING2/RGCC/ACVR1C/FST/CITED2/TSC22D1",32
"GO:0010817","regulation of hormone levels","34/674","295/12380",0.115254237288136,2.11698435849721,4.65911298172882,2.79577820222621e-05,0.00306684713226815,0.00306684713226815,"DHRS3/CHD7/ADH1B/SOX4/SLC7A5/AGT/CPA4/CYP19A1/CORIN/IRS2/DIO2/PNPLA2/FOXO1/CCN3/ADRA2A/ABAT/CCKAR/HSD17B6/RBP1/PLB1/ADORA1/C1QTNF1/ADH1A/ADCY8/INHBB/ALDH1A3/ANPEP/PER2/TRPA1/RAB11FIP1/LIF/LEP/EPHA5/ADH1C",34
"GO:0046849","bone remodeling","11/674","48/12380",0.229166666666667,4.20932245301682,5.3454673968908,4.08151318798791e-05,0.00438198203118872,0.00438198203118873,"INPP5D/S1PR1/UBASH3B/GDF5/LGR4/PDK4/SIGLEC15/TMEM119/P2RX7/LEP/ACP5",11
"GO:0002521","leukocyte differentiation","38/674","353/12380",0.107648725212465,1.97728667378385,4.46991375667165,4.43665071934112e-05,0.00466402906870735,0.00466402906870735,"VEGFA/TNFAIP6/LRRC17/INPP5D/BATF3/CHD7/CFLAR/SOX4/BATF2/TGFBR2/SOCS1/ZBTB16/TNFSF13B/NEDD9/UBASH3B/TNFSF9/IL34/LFNG/BLNK/NFIL3/SMARCD2/PIK3R3/MAFB/SIGLEC15/ICOSLG/CAMK4/VCAM1/PIK3R1/DUSP10/IL4I1/FSTL3/FOXO3/KLF6/PLCG2/PRDM1/LIF/LEP/IL31RA",38
"GO:0090066","regulation of anatomical structure size","35/674","318/12380",0.110062893081761,2.02162999458784,4.42859538260005,5.61632426899934e-05,0.00578366780844299,0.00578366780844299,"VEGFA/MYADM/ULK2/SSH2/LMOD1/KANK4/ARHGAP28/AGT/CDC42EP3/GCLM/SEMA6D/AMOT/DNM1/BDKRB2/KANK1/ADRA2A/GPRC5B/ADORA1/DAAM2/KCNK6/CARMIL1/PRKCE/CXCL12/PLXNA4/PER2/FGF13/P2RX7/SPTBN4/PAK3/CRACD/HTR2A/OXTR/LEP/SEMA3A/ADRA1B",35
"GO:0007186","G protein-coupled receptor signaling pathway","44/674","439/12380",0.100227790432802,1.84097929608025,4.30492594456041,6.39789278380224e-05,0.00645675339741322,0.00645675339741323,"GPR150/INPP5A/GPR68/CAMK2A/VEGFA/ADM2/GPR37/ACKR2/FZD5/CCL8/AGT/BDKRB1/S1PR1/DGKB/ADCY4/LGR4/GNG2/RGS6/BDKRB2/ADRA2A/MCHR1/CCKAR/GPRC5B/FZD8/ADORA1/P2RY14/KCTD12/ALOX15B/PLPPR4/ADCY8/CXCL12/GUCY2D/AGTRAP/CCL7/RXFP1/HTR2A/ACKR4/GPR63/ROBO1/OXTR/ADRA1B/SORCS2/ADCY1/RAMP3",44
"GO:0061564","axon development","34/674","309/12380",0.110032362459547,2.02106920956853,4.36145368307884,7.19053928234604e-05,0.00711440416053296,0.00711440416053296,"VEGFA/ULK2/APOD/RAC3/EPHB2/GPM6B/FLRT3/NRXN3/FGFR2/SEMA6D/PLEKHG4/EPHA4/TENM4/SCN1B/EPHB3/LGI1/PLPPR4/NEXN/VASH2/CXCL12/PLXNA4/FGF13/GDNF/SPTBN4/KALRN/SLITRK6/PAK3/SCARF1/RPS6KA5/EPHB6/ROBO1/SEMA3A/EPHA5/KIAA1755",34
"GO:0050886","endocrine process","11/674","51/12380",0.215686274509804,3.96171524989818,5.08549150448712,7.41095813690108e-05,0.00719147976130824,0.00719147976130824,"AGT/CYP19A1/CORIN/HSD11B2/C1QTNF1/INHBB/ANPEP/RAB11FIP1/OXTR/LEP/PIEZO2",11
"GO:0070371","ERK1 and ERK2 cascade","25/674","199/12380",0.125628140703518,2.30753172390141,4.46175553587272,7.98850574485419e-05,0.00757591018478008,0.00757591018478008,"DUSP1/NRG1/VEGFA/NGF/SOX9/EPHB2/DUSP5/ATF3/CFLAR/NAMPT/CCN2/FGFR2/CCN1/PSCA/EPHA4/SACK1D/FGF10/BMPER/ERRFI1/LMO3/DUSP10/NEK10/HTR2A/ACTA2/RAMP3",25
"GO:0070252","actin-mediated cell contraction","14/674","79/12380",0.177215189873418,3.25508019381738,4.82473869132648,8.10739496587642e-05,0.00757591018478008,0.00757591018478008,"PDPN/CACNA1G/ATP2A2/KCNE3/NEDD4L/PKP2/STC1/KCND3/CACNB2/SCN7A/ADORA1/SCN1B/FGF13/ACTA2",14
"GO:0008217","regulation of blood pressure","15/674","89/12380",0.168539325842697,3.09572233521155,4.76105946463027,8.3003319034128e-05,0.00761517723356745,0.00761517723356745,"ADM2/GCH1/AGT/CORIN/BDKRB1/DDAH1/PTGS2/ABAT/HSD11B2/ADORA1/ANPEP/AGTRAP/OXTR/LEP/PIEZO2",15
"GO:1903530","regulation of secretion by cell","36/674","338/12380",0.106508875739645,1.95634997278458,4.2775427480018,8.73450713868715e-05,0.00787041482532417,0.00787041482532417,"CAMK2A/CHD7/SOX4/SNCAIP/LGI3/AGT/CYP19A1/IRS2/TGFB2/FOXO1/CCN3/ADRA2A/ABAT/CCKAR/SLC38A2/ADORA1/C1QTNF1/CADPS2/ADCY8/INHBB/TRPV6/CXCL12/PER2/GDNF/RAB27B/TRPA1/RAB11FIP1/ANG/MCTP1/HTR2A/LIF/LEP/RGCC/EPHA5/SEPTIN4/IL12A",36
"GO:0061337","cardiac conduction","12/674","61/12380",0.19672131147541,3.6133677092961,4.90960079282423,9.13636299217271e-05,0.00794863580319025,0.00794863580319026,"CACNA1G/ATP2A2/ABCC9/KCNE3/AGT/CORIN/PKP2/KCND3/TBX18/CACNB2/SCN1B/SPTBN4",12
"GO:0086003","cardiac muscle cell contraction","12/674","61/12380",0.19672131147541,3.6133677092961,4.90960079282423,9.13636299217271e-05,0.00794863580319025,0.00794863580319026,"CACNA1G/ATP2A2/KCNE3/NEDD4L/PKP2/STC1/KCND3/CACNB2/SCN7A/ADORA1/SCN1B/FGF13",12
"GO:0030282","bone mineralization","13/674","71/12380",0.183098591549296,3.36314623646926,4.79155917389197,0.000102305806053952,0.00861128965807327,0.00861128965807327,"GPM6B/ENPP1/FGFR2/S1PR1/CCN1/LGR4/TENT5A/TMEM119/PKDCC/FBN2/P2RX7/SLC24A3/LEP",13
"GO:0046883","regulation of hormone secretion","20/674","144/12380",0.138888888888889,2.55110451697989,4.49232372014743,0.000102393456100752,0.00861128965807327,0.00861128965807327,"CHD7/SOX4/AGT/CYP19A1/IRS2/FOXO1/CCN3/ADRA2A/ABAT/CCKAR/ADORA1/C1QTNF1/ADCY8/INHBB/PER2/TRPA1/RAB11FIP1/LIF/LEP/EPHA5",20
"GO:0001508","action potential","16/674","101/12380",0.158415841584158,2.90977465699092,4.62412731541757,0.000104645858854523,0.00865644268491676,0.00865644268491676,"CACNA1G/ATP2A2/KCNE3/KCNA3/NEDD4L/PKP2/KCND2/KCND3/TBX18/CACNB2/KCNB2/SCN7A/SCN1B/FGF13/KCNS1/TRPA1",16
"GO:0034762","regulation of transmembrane transport","28/674","240/12380",0.116666666666667,2.14292779426311,4.29025930150554,0.000113616832699352,0.00916614485025213,0.00916614485025213,"NR4A3/PRKAG2/GRIN2A/SLC7A5/KCNE3/AGT/ENPP1/NEDD4L/BDKRB1/IRS2/UBASH3B/CNIH3/CACNB2/TRPC6/TRIB3/SCN1B/SORBS1/THBS1/PIK3R1/PRKCE/STOM/PER2/FGF13/KCNS1/P2RX7/CLIC2/ACSL1/LEP",28
"GO:2000027","regulation of animal organ morphogenesis","8/674","29/12380",0.275862068965517,5.06702138544971,5.26129755226291,0.000114440571852137,0.00916614485025213,0.00916614485025213,"VEGFA/SOX9/APCDD1/AGT/LGR4/GDNF/ROBO1/CITED2",8
"GO:0044703","multi-organism reproductive process","16/674","102/12380",0.156862745098039,2.8812474544714,4.57773519244211,0.000117982592226021,0.00930219000582034,0.00930219000582034,"VEGFA/CORIN/MAFF/STC1/MSTN/ADRA2A/SLC38A2/HSD11B2/IGFBP2/PSG1/TPPP3/FBN2/PSG4/OXTR/LEP/ACVR1C",16
"GO:0045926","negative regulation of growth","20/674","146/12380",0.136986301369863,2.51615787976099,4.42186100516857,0.000124256327381102,0.00956382026629298,0.00956382026629298,"ULK2/MT1X/ENPP1/BRCA1/SEMA6D/BDKRB1/TGFB2/JADE1/MSTN/CCN3/ALOX15B/GDF15/MT1M/FGF13/DUSP10/SFRP2/FRZB/MT2A/WFDC1/MT1E",20
"GO:0046888","negative regulation of hormone secretion","9/674","37/12380",0.243243243243243,4.46788034325126,5.06900910636558,0.000125091584933678,0.00956382026629298,0.00956382026629298,"FOXO1/CCN3/ADRA2A/ADORA1/INHBB/RAB11FIP1/LIF/LEP/EPHA5",9
"GO:0023061","signal release","30/674","267/12380",0.112359550561798,2.06381489014103,4.21661846974802,0.000130017374087148,0.00979205477080221,0.00979205477080221,"CAMK2A/SYN2/CHD7/SOX4/SNCAIP/AGT/STX11/CYP19A1/IRS2/FOXO1/CCN3/ADRA2A/ABAT/CCKAR/SLC38A2/ADORA1/C1QTNF1/CADPS2/ADCY8/INHBB/CXCL12/PER2/GDNF/TRPA1/RAB11FIP1/MCTP1/HTR2A/LIF/LEP/EPHA5",30
"GO:0044706","multi-multicellular organism process","16/674","103/12380",0.155339805825243,2.8532741782144,4.53190324288027,0.000132780792035075,0.0098531158324851,0.0098531158324851,"VEGFA/CORIN/MAFF/STC1/MSTN/ADRA2A/SLC38A2/HSD11B2/IGFBP2/PSG1/TPPP3/FBN2/PSG4/OXTR/LEP/ACVR1C",16
"GO:0060485","mesenchyme development","25/674","206/12380",0.121359223300971,2.22912045173,4.26854511996759,0.00013984165850877,0.0102266812874674,0.0102266812874674,"NRG1/VEGFA/SOX9/PDPN/SLC39A10/SOX4/AXIN2/TGFBR2/AGT/FGFR2/SEMA6D/TGFB2/EPHA4/SACK1D/ADAMTS5/GDNF/SFRP2/FRZB/ACTG2/COL1A1/ACTA2/ROBO1/SEMA3A/RGCC/CITED2",25
"GO:0015837","amine transport","10/674","46/12380",0.217391304347826,3.993033157012,4.87985527059811,0.000146363420154016,0.0105507116871023,0.0105507116871023,"SLC7A5/ADRA2A/ABAT/SLC38A2/ADORA1/CXCL12/PER2/GDNF/HTR2A/LEP",10
"GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","8/674","30/12380",0.266666666666667,4.89812067260138,5.12921492943645,0.000148683937775373,0.0105670302818948,0.0105670302818948,"FAIM2/ARHGEF2/ATF3/CFLAR/HMOX1/BRCA1/THBS1/SFRP2",8
"GO:0032890","regulation of organic acid transport","9/674","38/12380",0.236842105263158,4.35030454474465,4.96308580454926,0.000156094020313016,0.0107897318698559,0.0107897318698559,"SLC7A5/IRS2/ABAT/SLC38A2/ADORA1/THBS1/PER2/ACSL1/LEP",9
"GO:0045778","positive regulation of ossification","9/674","38/12380",0.236842105263158,4.35030454474465,4.96308580454926,0.000156094020313016,0.0107897318698559,0.0107897318698559,"GPM6B/ZBTB16/CCN1/TENT5A/CCN3/TMEM119/PKDCC/FBN2/P2RX7",9
"GO:0001667","ameboidal-type cell migration","21/674","161/12380",0.130434782608696,2.3958198942072,4.27752896840729,0.000172017554877737,0.0117297375934197,0.0117297375934197,"VEGFA/SOX9/SEMA6D/AMOT/TGFB2/MSTN/CCN3/KANK1/PRR5L/DAAM2/FGF10/ENPP2/THBS1/PRKCE/FBN2/DUSP10/GDNF/PLCG2/ACTA2/SEMA3A/ACVR1C",21
"GO:0030048","actin filament-based movement","15/674","95/12380",0.157894736842105,2.90020302982977,4.46110759946502,0.000177299265629095,0.0119286945915255,0.0119286945915255,"PDPN/CACNA1G/ATP2A2/KCNE3/NEDD4L/PKP2/STC1/KCND3/CACNB2/SCN7A/SUN2/ADORA1/SCN1B/FGF13/ACTA2",15
"GO:0043269","regulation of monoatomic ion transport","27/674","234/12380",0.115384615384615,2.11937913718329,4.1479830064314,0.000179985791916764,0.0119501092896314,0.0119501092896314,"CAMK2A/PER1/GRIN2A/KCNE3/AGT/NEDD4L/BDKRB1/PKP2/UBASH3B/STC1/ADRA2A/MCHR1/CACNB2/TRPC6/ADORA1/SCN1B/PRKCE/STOM/CXCL12/FGF13/KCNS1/P2RX7/SPTBN4/TRPA1/CLIC2/HTR2A/LEP",27
"GO:0030855","epithelial cell differentiation","33/674","311/12380",0.106109324758842,1.94901103933898,4.06709470247401,0.000182880224692864,0.0119845923870155,0.0119845923870155,"NRG1/TST/VEGFA/MYADM/KLF15/SOX9/PDPN/NCOA3/SOX4/COL4A1/AQP3/TUBB/FGFR2/ANXA4/S1PR1/TAGLN/TGFB2/MAFF/STC1/LBH/MAFB/ALOX15B/SPINT2/HPSE/E2F7/ERRFI1/TJP2/GDNF/SFRP4/TMEM100/ACTA2/LIF/MTSS1",33
"GO:0046850","regulation of bone remodeling","8/674","31/12380",0.258064516129032,4.74011677993682,5.00286269952739,0.000190940528598864,0.0123434023134907,0.0123434023134907,"INPP5D/S1PR1/UBASH3B/PDK4/SIGLEC15/TMEM119/P2RX7/LEP",8
"GO:0003073","regulation of systemic arterial blood pressure","9/674","39/12380",0.230769230769231,4.23875827436658,4.86075948981833,0.000193247876093097,0.0123434023134907,0.0123434023134907,"ADM2/AGT/CORIN/DDAH1/HSD11B2/ADORA1/ANPEP/OXTR/PIEZO2",9
"GO:0007565","female pregnancy","15/674","96/12380",0.15625,2.86999258160237,4.41340788050464,0.000199791654682574,0.0126018586191034,0.0126018586191034,"VEGFA/CORIN/STC1/MSTN/ADRA2A/SLC38A2/HSD11B2/IGFBP2/PSG1/TPPP3/FBN2/PSG4/OXTR/LEP/ACVR1C",15
"GO:0050867","positive regulation of cell activation","25/674","211/12380",0.118483412322275,2.17629769221033,4.13522835327405,0.000204476627317128,0.0127381365610151,0.0127381365610151,"NR4A3/INPP5D/EPHB2/TSLP/SOX4/TGFBR2/SOCS1/ZBTB16/PLA2G4A/TNFSF13B/IRS2/TNFSF9/SMARCD2/ICOSLG/FGF10/MAP3K8/THBS1/VCAM1/IGFBP2/DUSP10/IL4I1/FOXO3/ACTA2/LEP/IL12A",25
"GO:0003018","vascular process in circulatory system","22/674","175/12380",0.125714285714286,2.30911403136922,4.18500595267438,0.000208507019558185,0.0128018611444974,0.0128018611444974,"VEGFA/SLC6A6/SLC16A12/SLC7A5/ABCC9/AGT/GCLM/AMOT/DDAH1/BDKRB2/ADRA2A/SLC38A2/ADORA1/SLC6A9/PER2/TJP2/SLC24A3/HTR2A/OXTR/LEP/SLC5A6/ADRA1B",22
"GO:0045124","regulation of bone resorption","7/674","24/12380",0.291666666666667,5.35731948565776,5.12689644117289,0.000210573617715673,0.0128018611444974,0.0128018611444974,"INPP5D/S1PR1/UBASH3B/PDK4/SIGLEC15/TMEM119/P2RX7",7
"GO:0007409","axonogenesis","30/674","275/12380",0.109090909090909,2.00377663879148,4.03914555630115,0.000219529552558804,0.0131565751245486,0.0131565751245486,"VEGFA/ULK2/RAC3/EPHB2/FLRT3/NRXN3/FGFR2/SEMA6D/PLEKHG4/EPHA4/TENM4/SCN1B/EPHB3/LGI1/PLPPR4/NEXN/CXCL12/PLXNA4/FGF13/GDNF/SPTBN4/KALRN/SLITRK6/PAK3/RPS6KA5/EPHB6/ROBO1/SEMA3A/EPHA5/KIAA1755",30
"GO:0120039","plasma membrane bounded cell projection morphogenesis","41/674","422/12380",0.0971563981042654,1.78456410761247,3.93481081909274,0.00022162284692561,0.0131565751245486,0.0131565751245486,"VEGFA/ULK2/RAC3/TNIK/NGF/PDPN/EPHB2/TUBA1A/FLRT3/NRXN3/PDLIM5/FGFR2/NEDD4L/SEMA6D/PLEKHG4/EPHA4/KANK1/TENM4/GAS7/MYO16/KCTD12/SCN1B/EPHB3/LGI1/PLPPR4/ENPP2/NEXN/CXCL12/PLXNA4/FGF13/GDNF/SPTBN4/KALRN/SLITRK6/PAK3/RPS6KA5/EPHB6/ROBO1/SEMA3A/EPHA5/KIAA1755",41
"GO:0002696","positive regulation of leukocyte activation","24/674","200/12380",0.12,2.20415430267062,4.11947588947906,0.000224455248837067,0.0131697812282772,0.0131697812282772,"NR4A3/INPP5D/EPHB2/TSLP/SOX4/TGFBR2/SOCS1/ZBTB16/PLA2G4A/TNFSF13B/IRS2/TNFSF9/SMARCD2/ICOSLG/FGF10/MAP3K8/THBS1/VCAM1/IGFBP2/DUSP10/IL4I1/FOXO3/LEP/IL12A",24
"GO:0070665","positive regulation of leukocyte proliferation","12/674","68/12380",0.176470588235294,3.24140338628033,4.44711793164257,0.000269371387471769,0.0155310748706544,0.0155310748706544,"EPHB2/TGFBR2/TNFSF13B/IRS2/TNFSF9/IL34/ICOSLG/FGF10/VCAM1/IGFBP2/LEP/IL12A",12
"GO:0050951","sensory perception of temperature stimulus","5/674","12/12380",0.416666666666667,7.65331355093966,5.53283024333661,0.000270855051252,0.0155310748706544,0.0155310748706544,"ADRA2A/ADORA1/CXCL12/TRPA1/HTR2A",5
"GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","24/674","203/12380",0.118226600985222,2.17158059376416,4.03848528826805,0.000281221969114497,0.0155775232454559,0.0155775232454559,"TNFAIP6/TGFBR2/CILP/PMEPA1/CHRDL2/TGFB2/GDF5/CCN1/FSTL5/CCN3/CRIM1/GDF15/THBS1/BMPER/FBN2/CDKN2B/FSTL3/SFRP4/GDF7/SAP30/ING2/FST/CITED2/TSC22D1",24
"GO:1903131","mononuclear cell differentiation","31/674","292/12380",0.106164383561644,1.95002235681476,3.94199887080861,0.000281717365058732,0.0155775232454559,0.0155775232454559,"VEGFA/INPP5D/BATF3/CHD7/CFLAR/SOX4/BATF2/TGFBR2/SOCS1/ZBTB16/TNFSF13B/TNFSF9/IL34/LFNG/BLNK/NFIL3/SMARCD2/PIK3R3/ICOSLG/CAMK4/VCAM1/PIK3R1/DUSP10/IL4I1/FOXO3/KLF6/PLCG2/PRDM1/LIF/LEP/IL31RA",31
"GO:0002573","myeloid leukocyte differentiation","18/674","132/12380",0.136363636363636,2.50472079848934,4.17041016530335,0.000282719889720181,0.0155775232454559,0.0155775232454559,"VEGFA/TNFAIP6/LRRC17/INPP5D/BATF3/CFLAR/BATF2/TGFBR2/SOCS1/NEDD9/UBASH3B/IL34/MAFB/SIGLEC15/CAMK4/FSTL3/LIF/IL31RA",18
"GO:0048858","cell projection morphogenesis","41/674","427/12380",0.0960187353629977,1.76366757239453,3.85343730238326,0.000284013503484332,0.0155775232454559,0.0155775232454559,"VEGFA/ULK2/RAC3/TNIK/NGF/PDPN/EPHB2/TUBA1A/FLRT3/NRXN3/PDLIM5/FGFR2/NEDD4L/SEMA6D/PLEKHG4/EPHA4/KANK1/TENM4/GAS7/MYO16/KCTD12/SCN1B/EPHB3/LGI1/PLPPR4/ENPP2/NEXN/CXCL12/PLXNA4/FGF13/GDNF/SPTBN4/KALRN/SLITRK6/PAK3/RPS6KA5/EPHB6/ROBO1/SEMA3A/EPHA5/KIAA1755",41
"GO:0098739","import across plasma membrane","21/674","167/12380",0.125748502994012,2.30974253273868,4.08885262912265,0.000287248823258088,0.0155855651845195,0.0155855651845195,"SLC6A6/PRKAG2/CACNA1G/SLC39A10/SLC7A5/ABCC9/ENPP1/NEDD4L/SLC7A11/IRS2/SLC38A2/SLC7A6/SORBS1/THBS1/TRPV6/PIK3R1/SLC6A9/PER2/ACSL1/LEP/SLC5A6",21
"GO:0030199","collagen fibril organization","11/674","59/12380",0.186440677966102,3.42453352109843,4.47919211364181,0.000292860748823736,0.0157210142400486,0.0157210142400486,"COL4A3/COL4A1/DPT/TGFB2/CCN3/COL28A1/COL11A1/COL4A4/COL7A1/ADAMTS14/COL1A1",11
"GO:0070482","response to oxygen levels","28/674","254/12380",0.110236220472441,2.02481366387065,3.9597836075234,0.000296632296927087,0.0157558586346745,0.0157558586346745,"VEGFA/CFLAR/SLC7A5/AQP3/FGFR2/TGFB2/KCND2/LOC102724560/FOXO1/STC1/MSTN/DDAH1/EPHA4/PTGS2/ABAT/HSD11B2/ADORA1/THBS1/VCAM1/CXCL12/AGTRAP/FOXO3/COL1A1/ANG/CBS/LEP/RGCC/CITED2",28
"GO:0045453","bone resorption","8/674","33/12380",0.242424242424242,4.45283697509217,4.76563514006616,0.000305109685031313,0.0160373278194584,0.0160373278194584,"INPP5D/S1PR1/UBASH3B/PDK4/SIGLEC15/TMEM119/P2RX7/ACP5",8
"GO:0060048","cardiac muscle contraction","14/674","90/12380",0.155555555555556,2.85723705901747,4.24307906126634,0.000338684507930271,0.0173952340948772,0.0173952340948772,"CACNA1G/ATP2A2/KCNE3/NEDD4L/PKP2/STC1/KCND3/CACNB2/SCN7A/ADORA1/SCN1B/FGF13/CLIC2/ADRA1B",14
